"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 25 23:59:39 GMT 2023","Sat Mar 25 23:59:44 GMT 2023","5001","","org.heyrmi.portfolio.PortfolioTest","","org.heyrmi.portfolio.PortfolioTest","smokeTestPortfolioWebsite","Smoke Test of Portfolio Website",""
"passed","Sat Mar 25 23:59:39 GMT 2023","Sat Mar 25 23:59:44 GMT 2023","5010","","org.heyrmi.portfolio.PortfolioTest","","org.heyrmi.portfolio.PortfolioTest","regressionTestPortfolioWebsite","Regression Test of Portfolio Website",""
